CH2O,CHO,CO,CO2,CH4,H2,H2O,CH3OH,HOCO,O2,O3,O,O(1D),N2O,NO,NO2,NO3,N2O5,H,OH,HO2,COS,SO2,H2SO4,CS2,H2S,CH3SCH3,SO3,SO,SO4,H2O2,CH3,CH3O2,CH3OOH,HNO3,S,S2,S3,S4,S8,CH2,CH,CH3O,CH2OH,NH3,NH2,NH,N,N2H4,N2H3
0.11227570E+007,0.93982629E+004,0.83662464E+014,0.15300000E+015,0.44572882E+011,0.29985569E+013,0.30982500E+009,0.74292284E+005,0.18086765E+002,0.93828786E+013,0.74441473E+008,0.20369763E+012,0.48681710E+001,0.27805829E-014,0.23985525E+003,0.11589710E-001,0.13377862E-010,0.25694821E-024,0.39323168E+010,0.13799809E+007,0.22285157E+007,0.26421237E-023,0.73918930E+003,0.12126795E+001,0.19480492E-081,0.12489293E-018,0.12164490E-038,0.18044370E+001,0.21356018E+005,0.28366378E-001,0.14361946E+002,0.37989053E+004,0.12593758E+008,0.31656376E+006,0.15640345E-006,0.11854417E+002,0.26820419E-014,0.12633964E-002,0.80536664E+001,0.11368566E-006,0.24052714E-020,0.21097278E-015,0.33883724E+004,0.23273913E+001,0.46264381E-048,0.23830408E-046,0.93908199E-033,0.14587743E-026,0.29739508E-103,0.19394343E-099
0.76324542E+006,0.66727256E+004,0.72903812E+014,0.12300000E+015,0.33313186E+011,0.24283530E+013,0.22490566E+009,0.35827148E+005,0.15625247E+002,0.96528173E+013,0.74132474E+008,0.25084624E+012,0.59736190E+001,0.27476119E-014,0.19391728E+003,0.58028098E-002,0.46675004E-011,0.37593784E-025,0.43802616E+010,0.13640921E+007,0.16857073E+007,0.52671921E-024,0.55670128E+003,0.84134533E+000,0.80647237E-083,0.27040083E-019,0.16509066E-039,0.13203910E+001,0.17306931E+005,0.15558309E-001,0.10478629E+002,0.24659333E+004,0.93535063E+007,0.18358184E+006,0.64649906E-007,0.93512811E+001,0.11078375E-014,0.10214072E-002,0.65110773E+001,0.61846093E-007,0.61186901E-021,0.76091748E-016,0.18805757E+004,0.10313583E+001,0.98214336E-049,0.56410228E-047,0.33760538E-033,0.71714166E-027,0.14082641E-104,0.35934176E-102
0.51660537E+006,0.48418627E+004,0.63675952E+014,0.99200000E+014,0.24846989E+011,0.19588220E+013,0.16462151E+009,0.17165171E+005,0.13182264E+002,0.97661323E+013,0.71609356E+008,0.31033853E+012,0.71351464E+001,0.26481559E-014,0.15621674E+003,0.28485641E-002,0.15417083E-011,0.50872480E-026,0.49914285E+010,0.13135472E+007,0.12725015E+007,0.10404860E-024,0.41257146E+003,0.58302525E+000,0.32428102E-084,0.57508165E-020,0.21262953E-040,0.95148447E+000,0.13978189E+005,0.84462149E-002,0.74895750E+001,0.15922164E+004,0.68866982E+007,0.10542902E+006,0.25445275E-007,0.74753465E+001,0.46609576E-015,0.82282011E-003,0.52451607E+001,0.33252231E-007,0.14927007E-021,0.27015299E-016,0.10301648E+004,0.45197034E+000,0.20773887E-049,0.13048528E-047,0.12283908E-033,0.35166543E-027,0.63571571E-106,0.69029427E-105
0.34670061E+006,0.35138965E+004,0.55543577E+014,0.79300000E+014,0.18414048E+011,0.15687556E+013,0.11848482E+009,0.80634349E+004,0.10621327E+002,0.96885377E+013,0.68160736E+008,0.39380177E+012,0.84552123E+001,0.25317017E-014,0.12499408E+003,0.13438399E-002,0.45874174E-012,0.59221596E-027,0.57906782E+010,0.12094841E+007,0.92895717E+006,0.19541998E-025,0.29594489E+003,0.40272314E+000,0.11927053E-085,0.11640526E-020,0.25013170E-041,0.67593887E+000,0.11218557E+005,0.45159558E-002,0.49566433E+001,0.10180239E+004,0.50578232E+007,0.58520365E+005,0.91497626E-008,0.60558264E+001,0.19503259E-015,0.65836011E-003,0.41967913E+001,0.17618889E-007,0.34765821E-022,0.94022113E-017,0.55734102E+003,0.19379746E+000,0.40965984E-050,0.27802877E-048,0.44358766E-034,0.17360073E-027,0.24382832E-107,0.27311885E-107
0.23133353E+006,0.24608732E+004,0.48463779E+014,0.63100000E+014,0.13593512E+011,0.12509244E+013,0.80558134E+008,0.37094629E+004,0.79459130E+001,0.94308588E+013,0.66476771E+008,0.52477709E+012,0.10306532E+002,0.24737198E-014,0.99622763E+002,0.60219559E-003,0.11873468E-012,0.56776639E-028,0.66982919E+010,0.10335385E+007,0.62987502E+006,0.33711009E-026,0.20303653E+003,0.27859898E+000,0.37967581E-087,0.22062572E-021,0.25910325E-042,0.48002871E+000,0.89741515E+004,0.23853869E-002,0.28493096E+001,0.64614796E+003,0.37512633E+007,0.30578120E+005,0.28936345E-008,0.49833908E+001,0.79879605E-016,0.52472360E-003,0.33449102E+001,0.92335814E-008,0.79302479E-023,0.32222908E-017,0.30787885E+003,0.81473076E-001,0.68024264E-051,0.50110886E-049,0.15403256E-034,0.87132507E-028,0.68150572E-109,0.42418573E-109
0.15328166E+006,0.15872857E+004,0.42199900E+014,0.50000000E+014,0.99822920E+010,0.99197059E+012,0.49391657E+008,0.16751497E+004,0.53291379E+001,0.89786007E+013,0.67458053E+008,0.73348242E+012,0.13138617E+002,0.24897758E-014,0.78997147E+002,0.25632085E-003,0.26846166E-013,0.44963368E-029,0.74913217E+010,0.79314324E+006,0.38342281E+006,0.53043850E-027,0.13113646E+003,0.19296159E+000,0.10384975E-088,0.39395711E-022,0.23265623E-043,0.33479163E+000,0.71458638E+004,0.12434898E-002,0.13285861E+001,0.40676536E+003,0.28119345E+007,0.14585399E+005,0.77846435E-009,0.41736534E+001,0.32147501E-016,0.41608514E-003,0.26523819E+001,0.47790662E-008,0.18232644E-023,0.10880433E-017,0.18362945E+003,0.33675869E-001,0.85892137E-052,0.71106826E-050,0.49415422E-035,0.44055392E-028,0.12327496E-110,0.68688740E-111
0.10090021E+006,0.92993291E+003,0.36638866E+014,0.39400000E+014,0.72946128E+010,0.78235893E+012,0.26927360E+008,0.76182278E+003,0.32173017E+001,0.83478090E+013,0.69872220E+008,0.10396699E+013,0.17183379E+002,0.25385132E-014,0.62326082E+002,0.10727921E-003,0.58442649E-014,0.33500169E-030,0.79366398E+010,0.54917548E+006,0.21188649E+006,0.80016518E-028,0.80313275E+002,0.13384638E+000,0.26437010E-090,0.69252705E-023,0.18842844E-044,0.22346826E+000,0.56607766E+004,0.63905235E-003,0.50584902E+000,0.25423473E+003,0.21223547E+007,0.63820131E+004,0.18503296E-009,0.35608728E+001,0.13173857E-016,0.32827663E-003,0.20926366E+001,0.24424961E-008,0.43197666E-024,0.36272355E-018,0.12483102E+003,0.13992739E-001,0.83262676E-053,0.81896599E-051,0.14533663E-035,0.21972601E-028,0.15433682E-112,0.84969592E-113
0.66142205E+005,0.50365390E+003,0.31717222E+014,0.30900000E+014,0.53164231E+010,0.61441664E+012,0.13197190E+008,0.35893060E+003,0.18019575E+001,0.75726705E+013,0.71758858E+008,0.14448982E+013,0.22373012E+002,0.25575900E-014,0.48978354E+002,0.45834815E-004,0.13547368E-014,0.26966163E-031,0.79271080E+010,0.35341488E+006,0.10938408E+006,0.12317086E-028,0.47508430E+002,0.93135746E-001,0.68958325E-092,0.12545796E-023,0.14484323E-045,0.14073242E+000,0.44638143E+004,0.32510271E-003,0.16634752E+000,0.15817436E+003,0.16090230E+007,0.26220768E+004,0.41534143E-010,0.30994012E+001,0.57085574E-017,0.25797284E-003,0.16444771E+001,0.12332989E-008,0.10649265E-024,0.11989368E-018,0.96969620E+002,0.59950924E-002,0.66794883E-054,0.82997584E-052,0.39880298E-036,0.10675655E-028,0.15412401E-114,0.89401993E-115
0.43025042E+005,0.25546305E+003,0.27253768E+014,0.24000000E+014,0.38488351E+010,0.47832464E+012,0.58325980E+007,0.17540842E+003,0.94541625E+000,0.66634158E+013,0.71086488E+008,0.19399906E+013,0.28342708E+002,0.24862460E-014,0.38162195E+002,0.20104366E-004,0.33914251E-015,0.23848628E-032,0.74803489E+010,0.21429341E+006,0.53087621E+005,0.19812619E-029,0.27140135E+002,0.64670560E-001,0.19188177E-093,0.23681383E-024,0.10709623E-046,0.82058476E-001,0.34876160E+004,0.16281285E-003,0.48301740E-001,0.97604321E+002,0.12173954E+007,0.10131949E+004,0.89454660E-011,0.27554656E+001,0.26489250E-017,0.20100320E-003,0.12813177E+001,0.61258569E-009,0.27051437E-025,0.39108770E-019,0.82463741E+002,0.26496974E-002,0.45870650E-055,0.76703572E-053,0.10285875E-036,0.50280979E-029,0.13229078E-116,0.86402032E-117
0.27877918E+005,0.12452505E+003,0.23325467E+014,0.18600000E+014,0.27753352E+010,0.37020606E+012,0.23538051E+007,0.89007158E+002,0.47451873E+000,0.56876525E+013,0.67495439E+008,0.25210339E+013,0.34615776E+002,0.23126008E-014,0.29566121E+002,0.90830946E-005,0.90803001E-016,0.23093601E-033,0.67536498E+010,0.12454378E+006,0.24556173E+005,0.33584339E-030,0.15099416E+002,0.44876607E-001,0.57535540E-095,0.46766023E-025,0.76566524E-048,0.44833498E-001,0.27076032E+004,0.80392614E-004,0.12820845E-001,0.59949573E+002,0.92103297E+006,0.37341589E+003,0.18912013E-011,0.25091312E+001,0.13249861E-017,0.15572698E-003,0.99269928E+000,0.30070448E-009,0.70393933E-026,0.12611347E-019,0.73817204E+002,0.12095819E-002,0.28344951E-056,0.67027162E-054,0.25468071E-037,0.23129171E-029,0.10417490E-118,0.81321325E-119
0.18097838E+005,0.59764236E+002,0.19967541E+014,0.14300000E+014,0.20014890E+010,0.28606935E+012,0.87711909E+006,0.46992486E+002,0.23059605E+000,0.46961233E+013,0.61098318E+008,0.31852569E+013,0.40378851E+002,0.20418252E-014,0.22872925E+002,0.42364933E-005,0.25429824E-016,0.24099491E-034,0.59068479E+010,0.69885268E+005,0.10927404E+005,0.60439072E-031,0.81985407E+001,0.31230084E-001,0.18779186E-096,0.97481355E-026,0.52727973E-049,0.23187911E-001,0.20977359E+004,0.39094017E-004,0.31691126E-002,0.36859448E+002,0.69938428E+006,0.13299952E+003,0.39804661E-012,0.23569543E+001,0.72441709E-018,0.12047340E-003,0.76797134E+000,0.14651064E-009,0.18737922E-026,0.40434075E-020,0.67581137E+002,0.57175591E-003,0.16488483E-057,0.57029571E-055,0.62178943E-038,0.10544564E-029,0.79433134E-121,0.78241758E-121
0.11755520E+005,0.28421279E+002,0.17041575E+014,0.11000000E+014,0.14376008E+010,0.21996033E+012,0.29919054E+006,0.25643533E+002,0.10605709E+000,0.36938546E+013,0.51358699E+008,0.39049708E+013,0.43966685E+002,0.16742747E-014,0.17609728E+002,0.20247827E-005,0.71167461E-017,0.25620201E-035,0.50237648E+010,0.37112494E+005,0.46188206E+004,0.11634568E-031,0.42498398E+001,0.21702792E-001,0.68135691E-098,0.21677402E-026,0.34233468E-050,0.11059929E-001,0.16166087E+004,0.18684343E-004,0.70218757E-003,0.22653547E+002,0.53091466E+006,0.45235492E+002,0.81066499E-013,0.23114624E+001,0.44284326E-018,0.92751745E-004,0.59125650E+000,0.70454654E-010,0.50661253E-027,0.12878149E-020,0.61442794E+002,0.27812717E-003,0.90442003E-059,0.47161459E-056,0.15215808E-038,0.48311363E-030,0.60045037E-123,0.79509255E-123
0.76073659E+004,0.13379599E+002,0.14382511E+014,0.83400000E+013,0.10177162E+010,0.16684214E+012,0.91564137E+005,0.14351312E+002,0.43986346E-001,0.26957916E+013,0.38171476E+008,0.45908620E+013,0.42927262E+002,0.12356846E-014,0.13376440E+002,0.98334471E-006,0.18839915E-017,0.25823461E-036,0.41455318E+010,0.17913800E+005,0.18077771E+004,0.24419623E-032,0.20219659E+001,0.14911279E-001,0.28821472E-099,0.52681508E-027,0.20352669E-051,0.46043351E-002,0.12285427E+004,0.87076603E-005,0.12897311E-003,0.13856478E+002,0.39913317E+006,0.14311717E+002,0.15136717E-013,0.24089476E+001,0.31460789E-018,0.70454700E-004,0.44912146E+000,0.33220633E-010,0.13816774E-027,0.40708909E-021,0.53587642E+002,0.13819725E-003,0.45834711E-060,0.37411732E-057,0.37911443E-039,0.22576793E-030,0.45592007E-125,0.88270037E-125
0.50721194E+004,0.65023303E+001,0.12188750E+014,0.62900000E+013,0.71478831E+009,0.12633569E+012,0.24968925E+005,0.83318377E+001,0.16737362E-001,0.18028108E+013,0.25000924E+008,0.52285813E+013,0.37020665E+002,0.81673437E-015,0.10146071E+002,0.49169043E-006,0.46905806E-018,0.25090614E-037,0.33855387E+010,0.78780575E+004,0.66127190E+003,0.57395045E-033,0.88239882E+000,0.10202995E-001,0.14795421E-100,0.14770653E-027,0.10943812E-052,0.16966491E-002,0.93160141E+003,0.39372116E-005,0.19723191E-004,0.87220644E+001,0.30042895E+006,0.42384720E+001,0.26447174E-014,0.27333657E+001,0.27313747E-018,0.53440107E-004,0.34066001E+000,0.15503309E-010,0.39823876E-028,0.13451086E-021,0.45009792E+002,0.70966975E-004,0.22532900E-061,0.29347816E-058,0.99944520E-040,0.10942984E-030,0.34921857E-127,0.10734091E-126
0.41079469E+004,0.34664684E+001,0.10273150E+014,0.47200000E+013,0.49479846E+009,0.95011174E+011,0.61190580E+004,0.51185307E+001,0.55422115E-002,0.10652795E+013,0.13475896E+008,0.56075579E+013,0.26467521E+002,0.47026050E-015,0.76453893E+001,0.25781241E-006,0.10713712E-018,0.23254087E-038,0.27271844E+010,0.30236023E+004,0.22237111E+003,0.16005950E-033,0.33759821E+000,0.69334489E-002,0.10342492E-101,0.60416756E-028,0.52240566E-054,0.51743021E-003,0.70089806E+003,0.17481630E-005,0.23740251E-005,0.66612979E+001,0.22516404E+006,0.11695966E+001,0.42315574E-015,0.34819049E+001,0.31537485E-018,0.40268830E-004,0.25669821E+000,0.71992915E-011,0.16911553E-028,0.65604926E-022,0.40007691E+002,0.38421703E-004,0.11129848E-062,0.23591606E-059,0.29322909E-040,0.56726422E-031,0.28343783E-129,0.15334455E-128
0.48348805E+004,0.23503139E+001,0.85843698E+013,0.35100000E+013,0.33765802E+009,0.71044991E+011,0.13911020E+004,0.34003264E+001,0.15792038E-002,0.55050048E+012,0.58289731E+007,0.55809206E+013,0.15273904E+002,0.23723791E-015,0.57297983E+001,0.14452183E-006,0.22600748E-019,0.21128192E-039,0.21723120E+010,0.10053486E+004,0.69298614E+002,0.54144287E-034,0.11188438E+000,0.46952313E-002,0.10299153E-102,0.44550081E-028,0.22158328E-055,0.12737198E-003,0.52300675E+003,0.76666386E-006,0.22637005E-006,0.73866581E+001,0.16812606E+006,0.30474677E+000,0.62787092E-016,0.50291363E+001,0.50185679E-018,0.30179270E-004,0.19238118E+000,0.33566398E-011,0.15107349E-028,0.68282307E-022,0.47198209E+002,0.22413530E-004,0.57917496E-064,0.20368421E-060,0.99644116E-041,0.32137693E-031,0.25356693E-131,0.27503541E-130
0.60527292E+004,0.19677369E+001,0.71438715E+013,0.26200000E+013,0.22792052E+009,0.53054313E+011,0.30150153E+003,0.24120130E+001,0.40472719E-003,0.25637315E+012,0.21043496E+007,0.52057360E+013,0.73661153E+001,0.10718367E-015,0.42904236E+001,0.86644337E-007,0.45679874E-020,0.19607597E-040,0.17205554E+010,0.30202889E+003,0.20623073E+002,0.22511966E-034,0.33358126E-001,0.31766294E-002,0.15627646E-103,0.42966615E-028,0.96824994E-057,0.26261133E-004,0.38743884E+003,0.32881308E-006,0.18164004E-007,0.87330325E+001,0.12556094E+006,0.75946950E-001,0.89500154E-017,0.80007052E+001,0.10323299E-017,0.22597977E-004,0.14405336E+000,0.15766082E-011,0.15715443E-028,0.82985159E-022,0.61922495E+002,0.14019875E-004,0.33063875E-065,0.19657838E-061,0.38902353E-041,0.19733675E-031,0.24659930E-133,0.62701910E-132
0.65874139E+004,0.17357556E+001,0.60588699E+013,0.20000000E+013,0.15731310E+009,0.40671905E+011,0.68260331E+002,0.17959398E+001,0.11170023E-003,0.11936688E+012,0.74064400E+006,0.47236062E+013,0.33761789E+001,0.46502206E-016,0.32996837E+001,0.56469117E-007,0.10379944E-020,0.22614027E-041,0.13893033E+010,0.96416029E+002,0.65969880E+001,0.12569258E-034,0.10391468E-001,0.22121289E-002,0.47098791E-104,0.43884482E-028,0.71367283E-058,0.54420404E-005,0.29122291E+003,0.14120766E-006,0.14959481E-008,0.90934552E+001,0.96385094E+005,0.19745302E-001,0.14602913E-017,0.12917678E+002,0.23030600E-017,0.17379677E-004,0.11078872E+000,0.76451535E-012,0.14020097E-028,0.82832472E-022,0.72041565E+002,0.94707043E-005,0.25995453E-066,0.25957302E-062,0.17917565E-041,0.13280125E-031,0.26846848E-135,0.18563035E-133
0.65700745E+004,0.14980510E+001,0.50675940E+013,0.15300000E+013,0.10852244E+009,0.31078567E+011,0.16277034E+002,0.13844102E+001,0.32454908E-004,0.56424461E+011,0.25175748E+006,0.41135749E+013,0.14977240E+001,0.19472474E-016,0.25309492E+001,0.38215221E-007,0.24613011E-021,0.28399408E-042,0.11087531E+010,0.32845482E+002,0.22003458E+001,0.69879632E-035,0.32121031E-002,0.15445487E-002,0.13811632E-104,0.40969162E-028,0.52905325E-059,0.10894589E-005,0.21327430E+003,0.59424144E-007,0.13275598E-009,0.86727468E+001,0.73833146E+005,0.53061840E-002,0.26422146E-018,0.20014909E+002,0.49175937E-017,0.13330696E-004,0.84978031E-001,0.37176644E-012,0.10536872E-028,0.70668807E-022,0.75759679E+002,0.66111137E-005,0.24651003E-067,0.40907778E-063,0.88914339E-042,0.93754430E-032,0.32871612E-137,0.72655101E-135
0.63211626E+004,0.12841289E+001,0.41822993E+013,0.11600000E+013,0.75135369E+008,0.23688688E+011,0.41358518E+001,0.10944158E+001,0.10788384E-004,0.27350801E+011,0.84554152E+005,0.34835393E+013,0.65736068E+000,0.80508662E-017,0.19377551E+001,0.26525623E-007,0.60738822E-022,0.38137878E-043,0.87576159E+009,0.12969650E+002,0.76456856E+000,0.36527153E-035,0.97913034E-003,0.10835451E-002,0.35740775E-105,0.35005688E-028,0.38658562E-060,0.21153156E-006,0.14963920E+003,0.24375670E-007,0.14257434E-010,0.79752840E+001,0.56477412E+005,0.14801803E-002,0.56250158E-019,0.28974159E+002,0.94097303E-017,0.10206299E-004,0.65061206E-001,0.18085156E-012,0.73805933E-029,0.56874704E-022,0.75847463E+002,0.47238672E-005,0.28760940E-068,0.80331661E-064,0.46303651E-042,0.68370704E-032,0.47629194E-139,0.38308787E-136
0.60154384E+004,0.11043663E+001,0.33696624E+013,0.87300000E+012,0.51633891E+008,0.17791171E+011,0.10950256E+001,0.87129325E+000,0.43256253E-005,0.13230555E+011,0.26911593E+005,0.28569021E+013,0.27709688E+000,0.32841956E-017,0.14630608E+001,0.18499638E-007,0.14724367E-022,0.50088183E-044,0.67719413E+009,0.63259055E+001,0.26432380E+000,0.17230154E-035,0.27531383E-003,0.75458565E-003,0.77275344E-106,0.27293889E-028,0.26132839E-061,0.37608917E-007,0.96314646E+002,0.96023681E-008,0.21412281E-011,0.72525944E+001,0.42615790E+005,0.41573688E-003,0.14596356E-019,0.38544100E+002,0.15485475E-016,0.77060488E-005,0.49123081E-001,0.86978518E-013,0.51227312E-029,0.45798296E-022,0.74378155E+002,0.33927920E-005,0.41373466E-069,0.20128551E-064,0.24219629E-042,0.50234967E-032,0.94541131E-141,0.27368696E-137
0.57250039E+004,0.96019180E+000,0.26905121E+013,0.65500000E+012,0.35686732E+008,0.13339608E+011,0.30567474E+000,0.70492524E+000,0.22393701E-005,0.64368382E+010,0.84225812E+004,0.23106803E+013,0.11487330E+000,0.13478585E-017,0.11039912E+001,0.13071298E-007,0.36079000E-023,0.67347700E-045,0.52011917E+009,0.40191164E+001,0.92519689E-001,0.71666017E-036,0.70969083E-004,0.52834986E-003,0.13042366E-106,0.18884390E-028,0.15935672E-062,0.61807425E-008,0.55857571E+002,0.36629101E-008,0.54443852E-012,0.65942652E+001,0.32143290E+005,0.11853201E-003,0.49635956E-020,0.45903839E+002,0.20700743E-016,0.58148029E-005,0.37067119E-001,0.41867182E-013,0.35485253E-029,0.37091252E-022,0.72488503E+002,0.24715265E-005,0.78762055E-070,0.67562756E-065,0.12901174E-042,0.37343875E-032,0.39050031E-142,0.26413677E-138
0.54770400E+004,0.84480422E+000,0.21164850E+013,0.48900000E+012,0.24641360E+008,0.99135974E+010,0.90326524E-001,0.57576910E+000,0.13726872E-005,0.31040230E+010,0.25312144E+004,0.18354593E+013,0.46052252E-001,0.55760754E-018,0.82677308E+000,0.92649101E-008,0.87141247E-024,0.89103090E-046,0.39429379E+009,0.30681380E+001,0.32026597E-001,0.25589487E-036,0.16192719E-004,0.36937123E-003,0.16444131E-107,0.11397685E-028,0.84920102E-064,0.91945605E-009,0.28225782E+002,0.13444132E-008,0.21774873E-012,0.60280791E+001,0.24065034E+005,0.33868280E-004,0.20402624E-020,0.47982856E+002,0.21545810E-016,0.43546747E-005,0.27759367E-001,0.20091771E-013,0.24953157E-029,0.30682309E-022,0.70755445E+002,0.18139732E-005,0.18024404E-070,0.27541621E-065,0.68506827E-043,0.27745400E-032,0.38127519E-143,0.34080948E-139
0.52735489E+004,0.75166070E+000,0.16453925E+013,0.36300000E+012,0.17020949E+008,0.73131624E+010,0.29016619E-001,0.47883744E+000,0.91473018E-006,0.14809906E+010,0.73385055E+003,0.14377989E+013,0.17905447E-001,0.23413473E-018,0.61561409E+000,0.65838325E-008,0.20995630E-024,0.11731899E-046,0.29571353E+009,0.25758593E+001,0.10947114E-001,0.79517927E-037,0.33641645E-005,0.25814873E-003,0.15694812E-108,0.60487469E-029,0.40478280E-065,0.12639337E-009,0.12474813E+002,0.47038438E-009,0.11116760E-012,0.55489067E+001,0.17915306E+005,0.96786531E-005,0.92732000E-021,0.44270059E+002,0.17617092E-016,0.32424847E-005,0.20669586E-001,0.96475811E-014,0.17817842E-029,0.25876896E-022,0.70670823E+002,0.13528134E-005,0.45253593E-071,0.12410266E-065,0.36214174E-043,0.20573844E-032,0.56508930E-144,0.57928191E-140
0.51080663E+004,0.67513743E+000,0.12663842E+013,0.26800000E+012,0.11760863E+008,0.53560409E+010,0.10492825E-001,0.41229291E+000,0.62891201E-006,0.69875138E+009,0.20595779E+003,0.11133957E+013,0.67712319E-002,0.10022186E-018,0.45604161E+000,0.46849461E-008,0.52067798E-025,0.15833942E-047,0.21960011E+009,0.22532239E+001,0.36912656E-002,0.33605547E-037,0.69974421E-006,0.18034997E-003,0.47144287E-109,0.40100902E-029,0.63065569E-066,0.16903730E-010,0.49536007E+001,0.15664273E-009,0.62764694E-013,0.51439145E+001,0.13269750E+005,0.27654948E-005,0.43967602E-021,0.37082524E+002,0.11951483E-016,0.24020048E-005,0.15311851E-001,0.46475715E-014,0.16029524E-029,0.22827016E-022,0.89892594E+002,0.10423308E-005,0.13628992E-071,0.68668544E-066,0.19017692E-043,0.15208574E-032,0.12769434E-144,0.12704903E-140
0.49660402E+004,0.61036374E+000,0.96265305E+012,0.19600000E+012,0.80942814E+007,0.38789365E+010,0.43618816E-002,0.36402049E+000,0.43403005E-006,0.32457328E+009,0.55478350E+002,0.85065906E+012,0.24778949E-002,0.43693170E-019,0.33496293E+000,0.33219100E-008,0.14137071E-025,0.23075258E-048,0.16092009E+009,0.20026629E+001,0.12175717E-002,0.16454171E-037,0.17333443E-006,0.12542188E-003,0.23157188E-109,0.28667971E-029,0.19774378E-066,0.23806301E-011,0.18125769E+001,0.49459454E-010,0.36601795E-013,0.47974877E+001,0.97457617E+004,0.78742689E-006,0.20997965E-021,0.29062998E+002,0.71342888E-017,0.17642744E-005,0.11246567E-001,0.22466144E-014,0.16082310E-029,0.20320022E-022,0.12977844E+003,0.82173591E-006,0.43985041E-072,0.41289817E-066,0.98298341E-044,0.11158670E-032,0.34797660E-145,0.35042622E-141
0.48389482E+004,0.55456243E+000,0.72932119E+012,0.14300000E+012,0.55887350E+007,0.27985095E+010,0.20900070E-002,0.32503176E+000,0.30050810E-006,0.15019609E+009,0.14772861E+002,0.64726690E+012,0.89646388E-003,0.19568432E-019,0.24594124E+000,0.23634198E-008,0.47860419E-026,0.41815203E-049,0.11727831E+009,0.17913219E+001,0.40076400E-003,0.79273547E-038,0.62769237E-007,0.87458366E-004,0.10772162E-109,0.19752997E-029,0.90954396E-067,0.40340735E-012,0.63840570E+000,0.14870069E-010,0.21663233E-013,0.44960172E+001,0.71552224E+004,0.22634836E-006,0.10120865E-021,0.22031502E+002,0.39997915E-017,0.12953906E-005,0.82576141E-002,0.11010547E-014,0.16309992E-029,0.18163318E-022,0.18957916E+003,0.65368467E-006,0.14307511E-072,0.25049056E-066,0.50729017E-044,0.81885682E-033,0.97922681E-146,0.11888485E-141
0.46828704E+004,0.50234921E+000,0.54116051E+012,0.10400000E+012,0.37952800E+007,0.19724402E+010,0.10942203E-002,0.28126953E+000,0.20272375E-006,0.67772432E+008,0.36809700E+001,0.48211444E+012,0.30913259E-003,0.88117315E-020,0.17721984E+000,0.16543225E-008,0.20609597E-026,0.93154810E-050,0.83397856E+008,0.15935905E+001,0.12670605E-003,0.36309762E-038,0.31544958E-007,0.59963276E-004,0.46301239E-110,0.12933186E-029,0.59269568E-067,0.87929352E-013,0.21204167E+000,0.41981224E-011,0.12485636E-013,0.42249415E+001,0.51556642E+004,0.64542937E-007,0.47081453E-022,0.16123398E+002,0.20957456E-017,0.93342995E-006,0.59502549E-002,0.54116887E-015,0.16984224E-029,0.16580585E-022,0.25547527E+003,0.50280883E-006,0.43751182E-073,0.14826472E-066,0.25140045E-044,0.58988125E-033,0.25976287E-146,0.47312153E-142
0.44297296E+004,0.44683742E+000,0.40336304E+012,0.74500000E+011,0.25923234E+007,0.13894668E+010,0.61760413E-003,0.23837546E+000,0.13442636E-006,0.30726478E+008,0.92861122E+000,0.36061121E+012,0.10732193E-003,0.40161828E-020,0.12842400E+000,0.11661426E-008,0.10890608E-026,0.25833597E-050,0.59227407E+008,0.13868122E+001,0.40647957E-004,0.16734912E-038,0.19271709E-007,0.41351874E-004,0.19613915E-110,0.81776933E-030,0.46721907E-067,0.25340268E-013,0.70514499E-001,0.11279572E-011,0.70563039E-014,0.39705751E+001,0.37359715E+004,0.18541529E-007,0.21864158E-022,0.11767115E+002,0.10938285E-017,0.67641865E-006,0.43119073E-002,0.27380563E-015,0.17649966E-029,0.14994455E-022,0.30567981E+003,0.37787875E-006,0.13215124E-073,0.85994869E-067,0.12532685E-044,0.42739205E-033,0.66925540E-147,0.21326527E-142
0.41395787E+004,0.42370423E+000,0.35143617E+012,0.63100000E+011,0.20805848E+007,0.11405404E+010,0.44766982E-003,0.22837553E+000,0.11047156E-006,0.17067010E+008,0.38060888E+000,0.31515431E+012,0.51979443E-004,0.21696236E-020,0.10904208E+000,0.96116459E-009,0.76206504E-027,0.12473751E-050,0.48965529E+008,0.13098537E+001,0.18529419E-004,0.11300541E-038,0.15039540E-007,0.33495830E-004,0.12529350E-110,0.61441327E-030,0.41846004E-067,0.12395887E-013,0.32823705E-001,0.31731466E-012,0.51641887E-014,0.36540186E+001,0.31720507E+004,0.63944379E-008,0.13957508E-022,0.10018257E+002,0.76975433E-018,0.57433268E-006,0.36611487E-002,0.16190908E-015,0.18356977E-029,0.14873251E-022,0.36734483E+003,0.36574237E-006,0.65734397E-074,0.63374416E-067,0.85461678E-045,0.36285169E-033,0.29388906E-147,0.12204643E-142
